-6.6668e+07,3.4943e+07,3.214e+07,-27782,13115,14840
-6.6742e+07,3.2155e+07,3.5017e+07,-27092,12597,15703
-6.6608e+07,2.9233e+07,3.782e+07,-27092,11389,16911
-6.6312e+07,2.6118e+07,4.049e+07,-27610,9490.8,16738
-6.5867e+07,2.3078e+07,4.313e+07,-26402,8455.4,17601
-6.5288e+07,1.9993e+07,4.5548e+07,-26057,7247.5,18637
-6.4443e+07,1.6878e+07,4.7936e+07,-24849,6212.2,19327
-6.3553e+07,1.3704e+07,5.0145e+07,-24849,4486.6,20017
-6.247e+07,1.0441e+07,5.2177e+07,-24676,2933.5,20707
-6.1061e+07,7.1043e+06,5.415e+07,-23986,1380.5,21915
-5.9534e+07,3.7524e+06,5.59e+07,-22778,172.56,23123
-5.7888e+07,5.0427e+05,5.7546e+07,-22433,-1207.9,24158
-5.6063e+07,-2.7735e+06,5.9104e+07,-21743,-2933.5,24849
-5.4061e+07,-6.2292e+06,6.0394e+07,-21052,-5176.8,25021
-5.1851e+07,-9.5218e+06,6.164e+07,-20190,-5867,26402
-4.9745e+07,-1.2785e+07,6.2663e+07,-18982,-7592.6,27092
-4.755e+07,-1.5959e+07,6.3672e+07,-17946,-8973.1,27092
-4.5207e+07,-1.9311e+07,6.4621e+07,-17429,-10699,27265
-4.2848e+07,-2.2396e+07,6.5333e+07,-16393,-11907,27265
-4.0238e+07,-2.5481e+07,6.5882e+07,-14840,-12942,28127
-3.7598e+07,-2.8595e+07,6.6267e+07,-13977,-14150,27610
-3.4958e+07,-3.1665e+07,6.6668e+07,-13287,-15013,27610
-3.2155e+07,-3.4528e+07,6.6831e+07,-11734,-15703,27092
-2.9292e+07,-3.7316e+07,6.6727e+07,-10699,-16738,27437
-2.6252e+07,-4.0193e+07,6.6445e+07,-8973.1,-17429,27092
-2.3167e+07,-4.2893e+07,6.6104e+07,-8282.9,-18809,26574
-2.0245e+07,-4.5429e+07,6.5541e+07,-7420.1,-19327,25711
-1.7056e+07,-4.7772e+07,6.4695e+07,-5867,-20017,25366
-1.3897e+07,-5.0145e+07,6.382e+07,-4659.1,-20707,25539
-1.0723e+07,-5.2296e+07,6.2767e+07,-2933.5,-21570,24676
-7.5196e+06,-5.4328e+07,6.1447e+07,-1553,-22951,24158
-4.2567e+06,-5.6108e+07,5.9964e+07,-517.68,-23813,22778
-9.1956e+05,-5.7858e+07,5.8229e+07,1553,-24504,22260
2.2989e+06,-5.9415e+07,5.6538e+07,2933.5,-24849,22260
5.6508e+06,-6.0824e+07,5.4699e+07,4486.6,-25884,21225
8.8544e+06,-6.207e+07,5.2607e+07,5867,-27092,19844
1.2088e+07,-6.3197e+07,5.0516e+07,7247.5,-27610,19327
1.5262e+07,-6.4235e+07,4.8321e+07,9145.7,-27782,18982
1.8406e+07,-6.511e+07,4.6082e+07,10526,-27955,18119
2.1699e+07,-6.5926e+07,4.3664e+07,11562,-28645,16738
2.4709e+07,-6.6549e+07,4.1172e+07,12597,-28645,15703
2.7661e+07,-6.695e+07,3.8651e+07,13460,-28990,14840
3.0672e+07,-6.732e+07,3.6085e+07,15013,-28127,14150
3.3475e+07,-6.7513e+07,3.3356e+07,15358,-28645,12597
3.6322e+07,-6.7543e+07,3.0523e+07,16048,-28127,11216
3.9051e+07,-6.7276e+07,2.7587e+07,17083,-28127,10008
4.1662e+07,-6.6994e+07,2.4442e+07,18464,-26919,9145.7
4.4317e+07,-6.6445e+07,2.1446e+07,18982,-26574,8282.9
4.6556e+07,-6.5733e+07,1.8347e+07,19499,-26574,6557.3
4.89e+07,-6.4829e+07,1.5173e+07,20017,-26402,5004.2
5.108e+07,-6.3865e+07,1.2014e+07,21052,-25366,3796.3
5.3023e+07,-6.2693e+07,8.8693e+06,22433,-24504,2588.4
5.4877e+07,-6.1239e+07,5.5915e+06,22778,-24331,1207.9
5.6479e+07,-5.9623e+07,2.2692e+06,23468,-23986,-862.8
5.8169e+07,-5.7873e+07,-8.6023e+05,24331,-23123,-2415.8
5.9593e+07,-5.6034e+07,-4.227e+06,25539,-21743,-3451.2
6.0839e+07,-5.4061e+07,-7.5789e+06,26057,-21225,-4831.7
6.2011e+07,-5.1896e+07,-1.0679e+07,26574,-20535,-6557.3
6.299e+07,-4.9745e+07,-1.3927e+07,27092,-20017,-7937.8
6.3983e+07,-4.752e+07,-1.6997e+07,27265,-18809,-9318.3
6.4873e+07,-4.5236e+07,-2.0215e+07,28300,-17429,-10008
6.5466e+07,-4.2715e+07,-2.3256e+07,28127,-16566,-11216
6.5926e+07,-4.0149e+07,-2.6222e+07,27782,-15530,-12769
6.6386e+07,-3.7583e+07,-2.9337e+07,27437,-15185,-14150
6.6786e+07,-3.4958e+07,-3.2229e+07,27955,-13287,-14495
6.6816e+07,-3.2155e+07,-3.5077e+07,27437,-11907,-15358
6.6623e+07,-2.9188e+07,-3.7835e+07,27092,-11389,-16048
6.6297e+07,-2.6148e+07,-4.0564e+07,26402,-10526,-17601
6.5897e+07,-2.3093e+07,-4.3234e+07,26229,-8455.4,-17946
6.5303e+07,-2.0008e+07,-4.5607e+07,26057,-7592.6,-18464
6.4443e+07,-1.6834e+07,-4.795e+07,25539,-6039.6,-19499
6.3583e+07,-1.369e+07,-5.0175e+07,24676,-4831.7,-20362
6.2485e+07,-1.0456e+07,-5.2192e+07,23986,-3796.3,-21743
6.1076e+07,-7.0746e+06,-5.4165e+07,23296,-1725.6,-22088
5.9489e+07,-3.782e+06,-5.5856e+07,23123,345.12,-22778
5.7858e+07,-5.636e+05,-5.7517e+07,22433,1380.5,-23986
5.6123e+07,2.7587e+06,-5.9015e+07,21397,2761,-25194
5.4076e+07,6.1699e+06,-6.035e+07,20707,4659.1,-25884
5.1896e+07,9.4774e+06,-6.1566e+07,20017,6557.3,-26402
4.976e+07,1.2755e+07,-6.2559e+07,19154,7765.2,-26919
4.755e+07,1.5914e+07,-6.3612e+07,18119,8973.1,-27437
4.5177e+07,1.9207e+07,-6.4577e+07,17083,10354,-27782
4.2774e+07,2.2381e+07,-6.5318e+07,16566,11907,-27955
4.0223e+07,2.5466e+07,-6.5778e+07,15530,13115,-27782
3.7628e+07,2.858e+07,-6.6223e+07,14495,14322,-27610
3.4899e+07,3.1621e+07,-6.6608e+07,12769,14495,-27610
3.211e+07,3.4587e+07,-6.6772e+07,11562,15703,-27265
2.9248e+07,3.742e+07,-6.6697e+07,11044,16566,-27092
2.6163e+07,4.0282e+07,-6.643e+07,9490.8,17601,-26919
2.3093e+07,4.2967e+07,-6.6075e+07,8800.6,18291,-26747
2.0156e+07,4.5562e+07,-6.5541e+07,7075,18982,-26402
1.7041e+07,4.7921e+07,-6.4769e+07,6039.6,20190,-25539
1.3838e+07,5.0264e+07,-6.385e+07,5176.8,21225,-25194
1.0664e+07,5.2385e+07,-6.2841e+07,3451.2,21915,-24676
7.4306e+06,5.4387e+07,-6.1521e+07,1725.6,22433,-24158
4.2122e+06,5.6226e+07,-6.0008e+07,517.68,24331,-22951
9.3439e+05,5.7947e+07,-5.8332e+07,-862.8,24504,-22260
-2.2544e+06,5.9474e+07,-5.6612e+07,-2761,25539,-21743
-5.636e+06,6.0883e+07,-5.4714e+07,-4486.6,26229,-21225
-8.8841e+06,6.207e+07,-5.2622e+07,-6039.6,26919,-20880
-1.2073e+07,6.3227e+07,-5.0487e+07,-7247.5,27610,-19499
-1.5262e+07,6.4161e+07,-4.8291e+07,-8455.4,28300,-18637
-1.8391e+07,6.511e+07,-4.6067e+07,-10354,28472,-18119
-2.1639e+07,6.5926e+07,-4.3694e+07,-11734,28472,-16911
-2.468e+07,6.6445e+07,-4.1158e+07,-12424,28818,-16048
-2.7631e+07,6.689e+07,-3.8607e+07,-13460,28990,-14322
-3.0657e+07,6.7335e+07,-3.6026e+07,-14150,28472,-13287
-3.3475e+07,6.7528e+07,-3.3341e+07,-15876,28472,-12252
-3.6293e+07,6.7513e+07,-3.0464e+07,-16221,27955,-11562
-3.9037e+07,6.732e+07,-2.7438e+07,-16911,27782,-10008
-4.1736e+07,6.6994e+07,-2.4413e+07,-17429,27955,-8628
-4.4302e+07,6.646e+07,-2.1402e+07,-18637,27265,-7592.6
-4.663e+07,6.5704e+07,-1.8272e+07,-19844,26057,-6902.4
-4.8974e+07,6.4784e+07,-1.5099e+07,-20362,25884,-5349.4
-5.1109e+07,6.3879e+07,-1.2014e+07,-20880,25711,-3623.8
-5.3038e+07,6.2708e+07,-8.8544e+06,-21915,24849,-2588.4
-5.4921e+07,6.1165e+07,-5.6063e+06,-22778,24331,-517.68
-5.6538e+07,5.9608e+07,-2.2841e+06,-23641,23813,345.12
-5.8214e+07,5.7917e+07,8.1573e+05,-24331,23296,2415.8
-5.9593e+07,5.6063e+07,4.1973e+06,-24849,22605,3796.3
-6.0839e+07,5.4031e+07,7.6086e+06,-25711,21915,5349.4
-6.1996e+07,5.1866e+07,1.0694e+07,-26574,20535,6212.2
-6.296e+07,4.9789e+07,1.3927e+07,-27437,19672,7765.2
-6.3924e+07,4.7565e+07,1.7012e+07,-27092,18982,9490.8
-6.4873e+07,4.5192e+07,2.0186e+07,-28127,17946,10699
-6.5363e+07,4.2745e+07,2.3256e+07,-27955,16566,11389
-6.5867e+07,4.0164e+07,2.6163e+07,-28127,15185,12424
-6.6312e+07,3.7642e+07,2.9322e+07,-27610,14495,13805
-6.6697e+07,3.4913e+07,3.217e+07,-27437,13805,14668
-6.6816e+07,3.211e+07,3.5017e+07,-27092,11907,15876
-6.6564e+07,2.9203e+07,3.782e+07,-27610,10526,15876
-6.6252e+07,2.6133e+07,4.0505e+07,-27265,9490.8,17429
-6.5867e+07,2.3093e+07,4.3234e+07,-26402,8628,18119
-6.5259e+07,2.0008e+07,4.5577e+07,-26057,7937.8,18637
-6.4473e+07,1.6849e+07,4.7921e+07,-25539,6039.6,19327
-6.3523e+07,1.366e+07,5.0145e+07,-25194,4659.1,20362
-6.2441e+07,1.0412e+07,5.2192e+07,-24331,3451.2,21397
-6.1047e+07,7.134e+06,5.4224e+07,-23813,1725.6,22433
-5.9489e+07,3.7969e+06,5.5945e+07,-22951,345.12,22778
-5.7902e+07,4.3011e+05,5.7606e+07,-22778,-1898.2,23641
-5.6048e+07,-2.7883e+06,5.9133e+07,-21915,-2933.5,24504
-5.4061e+07,-6.2886e+06,6.0424e+07,-20707,-4314,25366
-5.1881e+07,-9.5367e+06,6.1655e+07,-19844,-6039.6,26402
-4.973e+07,-1.2844e+07,6.2678e+07,-19327,-8110.3,26402
-4.752e+07,-1.6033e+07,6.3672e+07,-18464,-9318.3,27092
-4.5192e+07,-1.9296e+07,6.4636e+07,-16911,-10008,27437
-4.2774e+07,-2.2425e+07,6.5363e+07,-15876,-11562,27610
-4.0223e+07,-2.551e+07,6.5867e+07,-15185,-13115,27437
-3.7568e+07,-2.861e+07,6.6312e+07,-14322,-14150,27437
-3.4928e+07,-3.1651e+07,6.6712e+07,-12942,-15358,27265
-3.2125e+07,-3.4543e+07,6.6846e+07,-11562,-15530,27782
-2.9277e+07,-3.7346e+07,6.6712e+07,-10871,-16738,27092
-2.6193e+07,-4.0223e+07,6.6475e+07,-9318.3,-17429,26574
-2.3182e+07,-4.2952e+07,6.6045e+07,-8628,-18809,26057
-2.0201e+07,-4.5429e+07,6.5526e+07,-7075,-19327,26057
-1.7071e+07,-4.7817e+07,6.4725e+07,-5867,-20017,25539
-1.3823e+07,-5.016e+07,6.382e+07,-4659.1,-20880,24849
-1.0664e+07,-5.2296e+07,6.2767e+07,-3623.8,-22088,24158
-7.4751e+06,-5.4343e+07,6.1388e+07,-2070.7,-22778,23641
-4.227e+06,-5.6137e+07,5.989e+07,-517.68,-23296,23468
-9.0472e+05,-5.7873e+07,5.8273e+07,1725.6,-24158,22605
2.3434e+06,-5.94e+07,5.6597e+07,2243.3,-25366,22088
5.6508e+06,-6.0883e+07,5.4639e+07,4314,-25884,20880
8.9434e+06,-6.2055e+07,5.2593e+07,5867,-26574,20362
1.2132e+07,-6.3212e+07,5.0516e+07,7592.6,-27265,19672
1.5276e+07,-6.4206e+07,4.8321e+07,8628,-27610,18291
1.8406e+07,-6.517e+07,4.6067e+07,9835.9,-28472,17429
2.1743e+07,-6.5941e+07,4.3664e+07,11044,-28645,16911
2.4739e+07,-6.6519e+07,4.1217e+07,12597,-28300,15703
2.7601e+07,-6.6994e+07,3.8621e+07,13632,-28472,15358
3.0657e+07,-6.735e+07,3.607e+07,14495,-28472,13632
3.346e+07,-6.7573e+07,3.3341e+07,15358,-28818,11907
3.6322e+07,-6.7528e+07,3.0508e+07,16221,-28127,11389
3.9037e+07,-6.7306e+07,2.7513e+07,17083,-27782,10354
4.1721e+07,-6.6979e+07,2.4457e+07,17946,-27437,8973.1
4.4257e+07,-6.6445e+07,2.1417e+07,18291,-27437,7592.6
4.6586e+07,-6.5689e+07,1.8347e+07,19499,-26402,6729.8
4.8929e+07,-6.4843e+07,1.5143e+07,20707,-25711,5349.4
5.1065e+07,-6.3879e+07,1.1999e+07,21570,-25021,4141.4
5.3023e+07,-6.2663e+07,8.8544e+06,21915,-24849,2243.3
5.4862e+07,-6.118e+07,5.5618e+06,22260,-24849,690.24
5.6508e+07,-5.9623e+07,2.2247e+06,23813,-23641,-172.56
5.8184e+07,-5.7828e+07,-8.8989e+05,24331,-22778,-1725.6
5.9608e+07,-5.6034e+07,-4.2418e+06,25194,-22433,-3106.1
6.0898e+07,-5.3987e+07,-7.6086e+06,25539,-21743,-5176.8
6.204e+07,-5.1866e+07,-1.0708e+07,26229,-21052,-6557.3
6.2975e+07,-4.9789e+07,-1.3971e+07,27092,-19844,-7765.2
6.3998e+07,-4.7535e+07,-1.7056e+07,27437,-18464,-8800.6
6.4858e+07,-4.5221e+07,-2.026e+07,27437,-17774,-10526
6.5496e+07,-4.2745e+07,-2.33e+07,27265,-17083,-11562
6.5926e+07,-4.0149e+07,-2.6193e+07,27782,-16048,-12597
6.6371e+07,-3.7568e+07,-2.9352e+07,27955,-14668,-13460
6.6786e+07,-3.4958e+07,-3.2244e+07,27782,-13460,-14668
6.6816e+07,-3.2155e+07,-3.5091e+07,26919,-12597,-15703
6.6594e+07,-2.9218e+07,-3.7865e+07,26574,-11562,-16566
6.6297e+07,-2.6104e+07,-4.0579e+07,26919,-9835.9,-16738
6.5897e+07,-2.3078e+07,-4.3249e+07,26574,-8628,-17946
6.5244e+07,-2.0052e+07,-4.5607e+07,25711,-7592.6,-18809
6.4473e+07,-1.6819e+07,-4.7921e+07,25021,-6212.2,-20017
6.3538e+07,-1.363e+07,-5.0205e+07,24849,-5004.2,-20362
6.2426e+07,-1.0456e+07,-5.2252e+07,24504,-3106.1,-21052
6.1047e+07,-7.1191e+06,-5.418e+07,24158,-1553,-22088
5.946e+07,-3.7969e+06,-5.5885e+07,22778,-690.24,-23123
5.7888e+07,-5.0427e+05,-5.7546e+07,21743,1035.4,-24158
5.6093e+07,2.729e+06,-5.9074e+07,21743,3106.1,-24676
5.4061e+07,6.1699e+06,-6.0379e+07,21052,4831.7,-25539
5.1896e+07,9.4922e+06,-6.1595e+07,20362,6212.2,-26574
4.9715e+07,1.2696e+07,-6.2619e+07,19327,7765.2,-26747
4.7565e+07,1.5959e+07,-6.3627e+07,18291,8973.1,-27092
4.5221e+07,1.9192e+07,-6.4577e+07,17256,10699,-27610
4.2833e+07,2.2396e+07,-6.5288e+07,16221,11907,-27610
4.0253e+07,2.551e+07,-6.5793e+07,14840,12769,-28127
3.7583e+07,2.858e+07,-6.6252e+07,13977,13805,-28300
3.4899e+07,3.1621e+07,-6.6638e+07,12597,14840,-27782
3.2095e+07,3.4572e+07,-6.6757e+07,12252,16048,-26919
2.9218e+07,3.7435e+07,-6.6697e+07,10871,16738,-27265
2.6118e+07,4.0253e+07,-6.6445e+07,9145.7,17429,-27092
2.3048e+07,4.2997e+07,-6.6104e+07,8282.9,18119,-26402
2.0052e+07,4.5518e+07,-6.5555e+07,7592.6,19327,-25884
1.6908e+07,4.7891e+07,-6.4829e+07,6557.3,20362,-25194
1.3808e+07,5.0279e+07,-6.3894e+07,4486.6,21052,-25194
1.0619e+07,5.24e+07,-6.2782e+07,2933.5,21743,-24849
7.4158e+06,5.4402e+07,-6.1506e+07,1725.6,22778,-24158
4.1677e+06,5.6241e+07,-6.0008e+07,690.24,23986,-23296
8.7506e+05,5.7917e+07,-5.8332e+07,-1035.4,24504,-22605
-2.3137e+06,5.946e+07,-5.6567e+07,-2761,25194,-22088
-5.636e+06,6.0928e+07,-5.4699e+07,-4831.7,25711,-21570
-8.8989e+06,6.2055e+07,-5.2652e+07,-5867,26919,-20190
-1.2103e+07,6.3153e+07,-5.0546e+07,-7420.1,27437,-19672
-1.5291e+07,6.4206e+07,-4.8321e+07,-8800.6,27782,-19327
-1.8406e+07,6.514e+07,-4.6096e+07,-10008,28472,-18119
-2.1699e+07,6.5941e+07,-4.3694e+07,-11216,28472,-17083
-2.468e+07,6.6519e+07,-4.1158e+07,-12597,29335,-15530
-2.7661e+07,6.6905e+07,-3.8592e+07,-13115,28818,-14668
-3.0686e+07,6.735e+07,-3.6041e+07,-14322,28472,-13287
-3.349e+07,6.7513e+07,-3.3326e+07,-15358,28300,-12769
-3.6308e+07,6.7528e+07,-3.0449e+07,-16393,27955,-11216
-3.9096e+07,6.7261e+07,-2.7498e+07,-17256,28127,-9490.8
-4.178e+07,6.6935e+07,-2.4442e+07,-17946,27610,-8800.6
-4.4346e+07,6.6401e+07,-2.1402e+07,-18637,26919,-7765.2
-4.663e+07,6.5704e+07,-1.8228e+07,-19844,26057,-6212.2
-4.9003e+07,6.4799e+07,-1.5099e+07,-19844,26402,-4659.1
-5.1169e+07,6.3894e+07,-1.1984e+07,-20880,25711,-3106.1
-5.3052e+07,6.2634e+07,-8.8396e+06,-21743,25021,-2070.7
-5.4892e+07,6.121e+07,-5.5915e+06,-22951,23986,-1035.4
-5.6567e+07,5.9608e+07,-2.2692e+06,-23813,23468,517.68
-5.8243e+07,5.7888e+07,8.7506e+05,-24331,23296,2588.4
-5.9623e+07,5.6019e+07,4.227e+06,-24676,22778,3623.8
-6.0839e+07,5.3972e+07,7.5789e+06,-25711,21743,5004.2
-6.2026e+07,5.1851e+07,1.0694e+07,-27092,20190,6212.2
-6.3004e+07,4.973e+07,1.3897e+07,-27092,20017,8282.9
-6.3939e+07,4.755e+07,1.7027e+07,-27610,19154,9490.8
-6.4843e+07,4.5177e+07,2.0186e+07,-27437,18291,10526
-6.5452e+07,4.2715e+07,2.3286e+07,-27782,16911,11562
-6.5867e+07,4.0179e+07,2.6193e+07,-27955,14840,12424
-6.6312e+07,3.7568e+07,2.9322e+07,-27265,14668,13977
-6.6683e+07,3.4899e+07,3.2184e+07,-27437,13632,14840
-6.6772e+07,3.2155e+07,3.5062e+07,-27265,12252,15703
-6.6608e+07,2.9174e+07,3.7806e+07,-27265,11044,16048
-6.6282e+07,2.6133e+07,4.0535e+07,-26402,9835.9,17429
-6.5882e+07,2.3063e+07,4.3189e+07,-26402,8628,17946
-6.5288e+07,1.9978e+07,4.5562e+07,-25711,7765.2,18809
-6.4488e+07,1.6863e+07,4.7965e+07,-25539,5867,19672
-6.3523e+07,1.3675e+07,5.0234e+07,-25366,4141.4,19844
-6.2411e+07,1.0382e+07,5.2252e+07,-24504,3451.2,21397
-6.1032e+07,7.0895e+06,5.4209e+07,-23468,1725.6,22260
-5.9549e+07,3.7227e+06,5.593e+07,-22778,172.56,23296
-5.7873e+07,4.7461e+05,5.7576e+07,-22605,-1553,23813
-5.6108e+07,-2.8625e+06,5.9104e+07,-21570,-3106.1,24331
-5.4046e+07,-6.2886e+06,6.0424e+07,-20362,-4486.6,25539
-5.1881e+07,-9.5663e+06,6.164e+07,-19844,-5867,26229
-4.9686e+07,-1.2829e+07,6.2678e+07,-19154,-7765.2,26574
-4.7491e+07,-1.6048e+07,6.3701e+07,-18464,-9318.3,26919
-4.5207e+07,-1.934e+07,6.4621e+07,-17256,-10871,27265
-4.2774e+07,-2.241e+07,6.5392e+07,-15703,-11389,27955
-4.0208e+07,-2.557e+07,6.5837e+07,-15013,-12942,28127
-3.7568e+07,-2.8669e+07,6.6282e+07,-14322,-14322,27437
-3.4913e+07,-3.1665e+07,6.6683e+07,-13460,-15013,27610
-3.2155e+07,-3.4602e+07,6.6816e+07,-11734,-15703,27092
-2.9277e+07,-3.7405e+07,6.6638e+07,-10526,-16738,27265
-2.6193e+07,-4.0238e+07,6.646e+07,-9318.3,-17429,26919
-2.3137e+07,-4.2893e+07,6.6119e+07,-8282.9,-18464,26057
-2.0156e+07,-4.5444e+07,6.5526e+07,-6729.8,-18982,25711
-1.6997e+07,-4.7817e+07,6.4725e+07,-5694.5,-20017,25711
-1.3853e+07,-5.0175e+07,6.3776e+07,-4659.1,-20362,25366
-1.0679e+07,-5.2311e+07,6.2767e+07,-3451.2,-22088,24158
-7.4751e+06,-5.4358e+07,6.1432e+07,-1898.2,-22951,23813
-4.2122e+06,-5.6167e+07,5.9919e+07,-345.12,-23296,23123
-9.0472e+05,-5.7902e+07,5.8288e+07,1725.6,-24158,22433
2.2989e+06,-5.9445e+07,5.6523e+07,2415.8,-25366,21743
5.6656e+06,-6.0854e+07,5.4669e+07,3796.3,-26229,21052
8.9286e+06,-6.2085e+07,5.2593e+07,5694.5,-26747,20190
1.2147e+07,-6.3227e+07,5.0487e+07,7247.5,-26919,19672
1.5306e+07,-6.4191e+07,4.8336e+07,8628,-27955,18809
1.8436e+07,-6.517e+07,4.6052e+07,9835.9,-28472,17429
2.1832e+07,-6.5956e+07,4.3694e+07,10871,-28990,16393
2.4739e+07,-6.6549e+07,4.1172e+07,12424,-28645,16048
2.7661e+07,-6.6964e+07,3.8607e+07,13632,-27955,15530
3.0657e+07,-6.735e+07,3.6041e+07,14322,-28472,13805
3.3549e+07,-6.7513e+07,3.3356e+07,15358,-28818,12252
3.6308e+07,-6.7543e+07,3.0464e+07,16393,-28300,11216
3.9037e+07,-6.7306e+07,2.7498e+07,17429,-27782,10526
4.1751e+07,-6.7009e+07,2.4428e+07,18119,-27265,9145.7
4.4331e+07,-6.6475e+07,2.1446e+07,18809,-27265,8110.3
4.6586e+07,-6.5689e+07,1.8332e+07,19499,-26747,5867
4.8914e+07,-6.4888e+07,1.5099e+07,20362,-25711,5521.9
5.108e+07,-6.385e+07,1.2028e+07,21225,-25021,3623.8
5.3023e+07,-6.2708e+07,8.8396e+06,21915,-24849,2243.3
5.4906e+07,-6.118e+07,5.547e+06,22260,-24504,1035.4
5.6523e+07,-5.9578e+07,2.2396e+06,23296,-23813,-517.68
5.8169e+07,-5.7858e+07,-9.6405e+05,24504,-22951,-1898.2
5.9608e+07,-5.6004e+07,-4.2567e+06,25366,-22260,-3796.3
6.0869e+07,-5.4016e+07,-7.6827e+06,25711,-21743,-5176.8
6.2011e+07,-5.1881e+07,-1.0768e+07,25884,-20880,-6384.7
6.299e+07,-4.973e+07,-1.4001e+07,26919,-19844,-7592.6
6.4028e+07,-4.7505e+07,-1.7071e+07,27610,-18809,-8800.6
